,region,contents,year,value
1245,Rollag (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,22.0
1246,Rollag (-2019),Share of single rooms (per cent),2019,100.0
1247,Rollag (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
1248,Nore og Uvdal (-2019),"Rooms, total (number)",2019,39.0
1249,Nore og Uvdal (-2019),Private rooms (number),2019,39.0
1250,Nore og Uvdal (-2019),Rooms for two or more (number),2019,0.0
1251,Nore og Uvdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,39.0
1252,Nore og Uvdal (-2019),Share of single rooms (per cent),2019,100.0
1253,Nore og Uvdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
1254,Horten,"Rooms, total (number)",2019,
1255,Horten,Private rooms (number),2019,
1256,Horten,Rooms for two or more (number),2019,
1257,Horten,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1258,Horten,Share of single rooms (per cent),2019,
1259,Horten,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1260,Holmestrand,"Rooms, total (number)",2019,
1261,Holmestrand,Private rooms (number),2019,
1262,Holmestrand,Rooms for two or more (number),2019,
1263,Holmestrand,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1264,Holmestrand,Share of single rooms (per cent),2019,
1265,Holmestrand,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1266,Tønsberg,"Rooms, total (number)",2019,
1267,Tønsberg,Private rooms (number),2019,
1268,Tønsberg,Rooms for two or more (number),2019,
1269,Tønsberg,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1270,Tønsberg,Share of single rooms (per cent),2019,
1271,Tønsberg,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1272,Sandefjord,"Rooms, total (number)",2019,
1273,Sandefjord,Private rooms (number),2019,
1274,Sandefjord,Rooms for two or more (number),2019,
1275,Sandefjord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1276,Sandefjord,Share of single rooms (per cent),2019,
1277,Sandefjord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1278,Larvik,"Rooms, total (number)",2019,
1279,Larvik,Private rooms (number),2019,
1280,Larvik,Rooms for two or more (number),2019,
1281,Larvik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1282,Larvik,Share of single rooms (per cent),2019,
1283,Larvik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1284,Porsgrunn,"Rooms, total (number)",2019,
1285,Porsgrunn,Private rooms (number),2019,
1286,Porsgrunn,Rooms for two or more (number),2019,
1287,Porsgrunn,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1288,Porsgrunn,Share of single rooms (per cent),2019,
1289,Porsgrunn,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1290,Skien,"Rooms, total (number)",2019,
1291,Skien,Private rooms (number),2019,
1292,Skien,Rooms for two or more (number),2019,
1293,Skien,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1294,Skien,Share of single rooms (per cent),2019,
1295,Skien,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1296,Notodden,"Rooms, total (number)",2019,
1297,Notodden,Private rooms (number),2019,
1298,Notodden,Rooms for two or more (number),2019,
1299,Notodden,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1300,Notodden,Share of single rooms (per cent),2019,
1301,Notodden,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1302,Færder,"Rooms, total (number)",2019,
1303,Færder,Private rooms (number),2019,
1304,Færder,Rooms for two or more (number),2019,
1305,Færder,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1306,Færder,Share of single rooms (per cent),2019,
1307,Færder,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1308,Siljan,"Rooms, total (number)",2019,
1309,Siljan,Private rooms (number),2019,
1310,Siljan,Rooms for two or more (number),2019,
1311,Siljan,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1312,Siljan,Share of single rooms (per cent),2019,
1313,Siljan,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1314,Bamble,"Rooms, total (number)",2019,
1315,Bamble,Private rooms (number),2019,
1316,Bamble,Rooms for two or more (number),2019,
1317,Bamble,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1318,Bamble,Share of single rooms (per cent),2019,
1319,Bamble,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1320,Kragerø,"Rooms, total (number)",2019,
1321,Kragerø,Private rooms (number),2019,
1322,Kragerø,Rooms for two or more (number),2019,
1323,Kragerø,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1324,Kragerø,Share of single rooms (per cent),2019,
1325,Kragerø,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1326,Drangedal,"Rooms, total (number)",2019,
1327,Drangedal,Private rooms (number),2019,
1328,Drangedal,Rooms for two or more (number),2019,
1329,Drangedal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1330,Drangedal,Share of single rooms (per cent),2019,
1331,Drangedal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1332,Nome,"Rooms, total (number)",2019,
1333,Nome,Private rooms (number),2019,
1334,Nome,Rooms for two or more (number),2019,
1335,Nome,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1336,Nome,Share of single rooms (per cent),2019,
1337,Nome,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1338,Midt-Telemark,"Rooms, total (number)",2019,
1339,Midt-Telemark,Private rooms (number),2019,
1340,Midt-Telemark,Rooms for two or more (number),2019,
1341,Midt-Telemark,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1342,Midt-Telemark,Share of single rooms (per cent),2019,
1343,Midt-Telemark,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1344,Tinn,"Rooms, total (number)",2019,
1345,Tinn,Private rooms (number),2019,
1346,Tinn,Rooms for two or more (number),2019,
1347,Tinn,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1348,Tinn,Share of single rooms (per cent),2019,
1349,Tinn,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1350,Hjartdal,"Rooms, total (number)",2019,
1351,Hjartdal,Private rooms (number),2019,
1352,Hjartdal,Rooms for two or more (number),2019,
1353,Hjartdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1354,Hjartdal,Share of single rooms (per cent),2019,
1355,Hjartdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1356,Seljord,"Rooms, total (number)",2019,
1357,Seljord,Private rooms (number),2019,
1358,Seljord,Rooms for two or more (number),2019,
1359,Seljord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1360,Seljord,Share of single rooms (per cent),2019,
1361,Seljord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1362,Kviteseid,"Rooms, total (number)",2019,
1363,Kviteseid,Private rooms (number),2019,
1364,Kviteseid,Rooms for two or more (number),2019,
1365,Kviteseid,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1366,Kviteseid,Share of single rooms (per cent),2019,
1367,Kviteseid,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1368,Nissedal,"Rooms, total (number)",2019,
1369,Nissedal,Private rooms (number),2019,
1370,Nissedal,Rooms for two or more (number),2019,
1371,Nissedal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1372,Nissedal,Share of single rooms (per cent),2019,
1373,Nissedal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1374,Fyresdal,"Rooms, total (number)",2019,
1375,Fyresdal,Private rooms (number),2019,
1376,Fyresdal,Rooms for two or more (number),2019,
1377,Fyresdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1378,Fyresdal,Share of single rooms (per cent),2019,
1379,Fyresdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1380,Tokke,"Rooms, total (number)",2019,
1381,Tokke,Private rooms (number),2019,
1382,Tokke,Rooms for two or more (number),2019,
1383,Tokke,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1384,Tokke,Share of single rooms (per cent),2019,
1385,Tokke,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1386,Vinje,"Rooms, total (number)",2019,
1387,Vinje,Private rooms (number),2019,
1388,Vinje,Rooms for two or more (number),2019,
1389,Vinje,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1390,Vinje,Share of single rooms (per cent),2019,
1391,Vinje,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1392,Horten (-2019),"Rooms, total (number)",2019,186.0
1393,Horten (-2019),Private rooms (number),2019,184.0
1394,Horten (-2019),Rooms for two or more (number),2019,2.0
1395,Horten (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,184.0
1396,Horten (-2019),Share of single rooms (per cent),2019,98.9
1397,Horten (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.9
1398,Holmestrand (-2017),"Rooms, total (number)",2019,
1399,Holmestrand (-2017),Private rooms (number),2019,
1400,Holmestrand (-2017),Rooms for two or more (number),2019,
1401,Holmestrand (-2017),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1402,Holmestrand (-2017),Share of single rooms (per cent),2019,
1403,Holmestrand (-2017),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1404,Tønsberg (-2019),"Rooms, total (number)",2019,329.0
1405,Tønsberg (-2019),Private rooms (number),2019,326.0
1406,Tønsberg (-2019),Rooms for two or more (number),2019,3.0
1407,Tønsberg (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,325.0
1408,Tønsberg (-2019),Share of single rooms (per cent),2019,99.1
1409,Tønsberg (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.8
1410,Sandefjord (-2016),"Rooms, total (number)",2019,
1411,Sandefjord (-2016),Private rooms (number),2019,
1412,Sandefjord (-2016),Rooms for two or more (number),2019,
1413,Sandefjord (-2016),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1414,Sandefjord (-2016),Share of single rooms (per cent),2019,
1415,Sandefjord (-2016),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1416,Larvik (-2017),"Rooms, total (number)",2019,
1417,Larvik (-2017),Private rooms (number),2019,
1418,Larvik (-2017),Rooms for two or more (number),2019,
1419,Larvik (-2017),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
1420,Larvik (-2017),Share of single rooms (per cent),2019,
1421,Larvik (-2017),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
1422,Sandefjord (2017-2019),"Rooms, total (number)",2019,387.0
1423,Sandefjord (2017-2019),Private rooms (number),2019,387.0
1424,Sandefjord (2017-2019),Rooms for two or more (number),2019,0.0
1425,Sandefjord (2017-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,256.0
1426,Sandefjord (2017-2019),Share of single rooms (per cent),2019,100.0
1427,Sandefjord (2017-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,66.1
1428,Svelvik (-2019),"Rooms, total (number)",2019,40.0
1429,Svelvik (-2019),Private rooms (number),2019,40.0
1430,Svelvik (-2019),Rooms for two or more (number),2019,0.0
1431,Svelvik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,0.0
1432,Svelvik (-2019),Share of single rooms (per cent),2019,100.0
1433,Svelvik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,0.0
1434,Larvik (2018-2019),"Rooms, total (number)",2019,408.0
1435,Larvik (2018-2019),Private rooms (number),2019,408.0
1436,Larvik (2018-2019),Rooms for two or more (number),2019,0.0
1437,Larvik (2018-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,408.0
1438,Larvik (2018-2019),Share of single rooms (per cent),2019,100.0
1439,Larvik (2018-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
1440,Sande (Vestfold) (-2019),"Rooms, total (number)",2019,54.0
1441,Sande (Vestfold) (-2019),Private rooms (number),2019,54.0
1442,Sande (Vestfold) (-2019),Rooms for two or more (number),2019,0.0
1443,Sande (Vestfold) (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,54.0
1444,Sande (Vestfold) (-2019),Share of single rooms (per cent),2019,100.0
1445,Sande (Vestfold) (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
1446,Hof (-2017),"Rooms, total (number)",2019,
