,region,holding sector,number of employees,contents,year,value
3695,Lom (-2019),Financial corporations,20-49 employees,Establishments,2019,1
3696,Lom (-2019),Financial corporations,50-99 employees,Establishments,2019,0
3697,Lom (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
3698,Lom (-2019),Financial corporations,250 employees and more,Establishments,2019,0
3699,Lom (-2019),Non-financial corporations,All size groups,Establishments,2019,185
3700,Lom (-2019),Non-financial corporations,No one employeed,Establishments,2019,90
3701,Lom (-2019),Non-financial corporations,1-4 employees,Establishments,2019,55
3702,Lom (-2019),Non-financial corporations,5-9 employees,Establishments,2019,21
3703,Lom (-2019),Non-financial corporations,10-19 employees,Establishments,2019,12
3704,Lom (-2019),Non-financial corporations,20-49 employees,Establishments,2019,7
3705,Lom (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
3706,Lom (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
3707,Lom (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
3708,Lom (-2019),Households and non-profit institutions,All size groups,Establishments,2019,246
3709,Lom (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,236
3710,Lom (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,8
3711,Lom (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
3712,Lom (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
3713,Lom (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
3714,Lom (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
3715,Lom (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
3716,Lom (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
3717,Lom (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
3718,Lom (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
3719,Lom (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
3720,Lom (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
3721,Lom (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
3722,Lom (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
3723,Lom (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
3724,Lom (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
3725,Lom (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
3726,Vågå (-2019),Sum all sectors,All size groups,Establishments,2019,637
3727,Vågå (-2019),Sum all sectors,No one employeed,Establishments,2019,437
3728,Vågå (-2019),Sum all sectors,1-4 employees,Establishments,2019,109
3729,Vågå (-2019),Sum all sectors,5-9 employees,Establishments,2019,41
3730,Vågå (-2019),Sum all sectors,10-19 employees,Establishments,2019,30
3731,Vågå (-2019),Sum all sectors,20-49 employees,Establishments,2019,15
3732,Vågå (-2019),Sum all sectors,50-99 employees,Establishments,2019,5
3733,Vågå (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,0
3734,Vågå (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
3735,Vågå (-2019),General government,All size groups,Establishments,2019,48
3736,Vågå (-2019),General government,No one employeed,Establishments,2019,2
3737,Vågå (-2019),General government,1-4 employees,Establishments,2019,20
3738,Vågå (-2019),General government,5-9 employees,Establishments,2019,11
3739,Vågå (-2019),General government,10-19 employees,Establishments,2019,7
3740,Vågå (-2019),General government,20-49 employees,Establishments,2019,4
3741,Vågå (-2019),General government,50-99 employees,Establishments,2019,4
3742,Vågå (-2019),General government,100 - 249 employees,Establishments,2019,0
3743,Vågå (-2019),General government,250 employees and more,Establishments,2019,0
3744,Vågå (-2019),Financial corporations,All size groups,Establishments,2019,1
3745,Vågå (-2019),Financial corporations,No one employeed,Establishments,2019,0
3746,Vågå (-2019),Financial corporations,1-4 employees,Establishments,2019,0
3747,Vågå (-2019),Financial corporations,5-9 employees,Establishments,2019,1
3748,Vågå (-2019),Financial corporations,10-19 employees,Establishments,2019,0
3749,Vågå (-2019),Financial corporations,20-49 employees,Establishments,2019,0
3750,Vågå (-2019),Financial corporations,50-99 employees,Establishments,2019,0
3751,Vågå (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
3752,Vågå (-2019),Financial corporations,250 employees and more,Establishments,2019,0
3753,Vågå (-2019),Non-financial corporations,All size groups,Establishments,2019,260
3754,Vågå (-2019),Non-financial corporations,No one employeed,Establishments,2019,122
3755,Vågå (-2019),Non-financial corporations,1-4 employees,Establishments,2019,77
3756,Vågå (-2019),Non-financial corporations,5-9 employees,Establishments,2019,27
3757,Vågå (-2019),Non-financial corporations,10-19 employees,Establishments,2019,22
3758,Vågå (-2019),Non-financial corporations,20-49 employees,Establishments,2019,11
3759,Vågå (-2019),Non-financial corporations,50-99 employees,Establishments,2019,1
3760,Vågå (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
3761,Vågå (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
3762,Vågå (-2019),Households and non-profit institutions,All size groups,Establishments,2019,328
3763,Vågå (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,313
3764,Vågå (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,12
3765,Vågå (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
3766,Vågå (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,1
3767,Vågå (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
3768,Vågå (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
3769,Vågå (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
3770,Vågå (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
3771,Vågå (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
3772,Vågå (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
3773,Vågå (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
3774,Vågå (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
3775,Vågå (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
3776,Vågå (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
3777,Vågå (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
3778,Vågå (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
3779,Vågå (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
3780,Nord-Fron (-2019),Sum all sectors,All size groups,Establishments,2019,916
3781,Nord-Fron (-2019),Sum all sectors,No one employeed,Establishments,2019,634
3782,Nord-Fron (-2019),Sum all sectors,1-4 employees,Establishments,2019,134
3783,Nord-Fron (-2019),Sum all sectors,5-9 employees,Establishments,2019,74
3784,Nord-Fron (-2019),Sum all sectors,10-19 employees,Establishments,2019,46
3785,Nord-Fron (-2019),Sum all sectors,20-49 employees,Establishments,2019,21
3786,Nord-Fron (-2019),Sum all sectors,50-99 employees,Establishments,2019,5
3787,Nord-Fron (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,2
3788,Nord-Fron (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
3789,Nord-Fron (-2019),General government,All size groups,Establishments,2019,57
3790,Nord-Fron (-2019),General government,No one employeed,Establishments,2019,1
3791,Nord-Fron (-2019),General government,1-4 employees,Establishments,2019,16
3792,Nord-Fron (-2019),General government,5-9 employees,Establishments,2019,14
3793,Nord-Fron (-2019),General government,10-19 employees,Establishments,2019,11
3794,Nord-Fron (-2019),General government,20-49 employees,Establishments,2019,10
3795,Nord-Fron (-2019),General government,50-99 employees,Establishments,2019,3
3796,Nord-Fron (-2019),General government,100 - 249 employees,Establishments,2019,2
3797,Nord-Fron (-2019),General government,250 employees and more,Establishments,2019,0
3798,Nord-Fron (-2019),Financial corporations,All size groups,Establishments,2019,6
3799,Nord-Fron (-2019),Financial corporations,No one employeed,Establishments,2019,4
3800,Nord-Fron (-2019),Financial corporations,1-4 employees,Establishments,2019,1
3801,Nord-Fron (-2019),Financial corporations,5-9 employees,Establishments,2019,0
3802,Nord-Fron (-2019),Financial corporations,10-19 employees,Establishments,2019,0
3803,Nord-Fron (-2019),Financial corporations,20-49 employees,Establishments,2019,1
3804,Nord-Fron (-2019),Financial corporations,50-99 employees,Establishments,2019,0
3805,Nord-Fron (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
3806,Nord-Fron (-2019),Financial corporations,250 employees and more,Establishments,2019,0
3807,Nord-Fron (-2019),Non-financial corporations,All size groups,Establishments,2019,377
3808,Nord-Fron (-2019),Non-financial corporations,No one employeed,Establishments,2019,186
3809,Nord-Fron (-2019),Non-financial corporations,1-4 employees,Establishments,2019,87
3810,Nord-Fron (-2019),Non-financial corporations,5-9 employees,Establishments,2019,58
3811,Nord-Fron (-2019),Non-financial corporations,10-19 employees,Establishments,2019,34
3812,Nord-Fron (-2019),Non-financial corporations,20-49 employees,Establishments,2019,10
3813,Nord-Fron (-2019),Non-financial corporations,50-99 employees,Establishments,2019,2
3814,Nord-Fron (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
3815,Nord-Fron (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
3816,Nord-Fron (-2019),Households and non-profit institutions,All size groups,Establishments,2019,476
3817,Nord-Fron (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,443
3818,Nord-Fron (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,30
3819,Nord-Fron (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
3820,Nord-Fron (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,1
3821,Nord-Fron (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
3822,Nord-Fron (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
3823,Nord-Fron (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
3824,Nord-Fron (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
3825,Nord-Fron (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
3826,Nord-Fron (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
3827,Nord-Fron (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
3828,Nord-Fron (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
3829,Nord-Fron (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
3830,Nord-Fron (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
3831,Nord-Fron (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
3832,Nord-Fron (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
3833,Nord-Fron (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
3834,Sel (-2019),Sum all sectors,All size groups,Establishments,2019,820
3835,Sel (-2019),Sum all sectors,No one employeed,Establishments,2019,492
3836,Sel (-2019),Sum all sectors,1-4 employees,Establishments,2019,157
3837,Sel (-2019),Sum all sectors,5-9 employees,Establishments,2019,81
3838,Sel (-2019),Sum all sectors,10-19 employees,Establishments,2019,46
3839,Sel (-2019),Sum all sectors,20-49 employees,Establishments,2019,31
3840,Sel (-2019),Sum all sectors,50-99 employees,Establishments,2019,12
3841,Sel (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,1
3842,Sel (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
3843,Sel (-2019),General government,All size groups,Establishments,2019,78
3844,Sel (-2019),General government,No one employeed,Establishments,2019,8
3845,Sel (-2019),General government,1-4 employees,Establishments,2019,10
3846,Sel (-2019),General government,5-9 employees,Establishments,2019,18
3847,Sel (-2019),General government,10-19 employees,Establishments,2019,20
3848,Sel (-2019),General government,20-49 employees,Establishments,2019,13
3849,Sel (-2019),General government,50-99 employees,Establishments,2019,8
3850,Sel (-2019),General government,100 - 249 employees,Establishments,2019,1
3851,Sel (-2019),General government,250 employees and more,Establishments,2019,0
3852,Sel (-2019),Financial corporations,All size groups,Establishments,2019,2
3853,Sel (-2019),Financial corporations,No one employeed,Establishments,2019,0
3854,Sel (-2019),Financial corporations,1-4 employees,Establishments,2019,1
3855,Sel (-2019),Financial corporations,5-9 employees,Establishments,2019,1
3856,Sel (-2019),Financial corporations,10-19 employees,Establishments,2019,0
3857,Sel (-2019),Financial corporations,20-49 employees,Establishments,2019,0
3858,Sel (-2019),Financial corporations,50-99 employees,Establishments,2019,0
