,region,size of household,contents,year,value
1235,Bamble (-2019),3 persons,Private households,2019,13.7
1236,Bamble (-2019),4 persons,Persons in private households,2019,21.5
1237,Bamble (-2019),4 persons,Private households,2019,12.0
1238,Bamble (-2019),5 persons or more,Persons in private households,2019,13.4
1239,Bamble (-2019),5 persons or more,Private households,2019,5.4
1240,Kragerø (-2019),1 person,Persons in private households,2019,20.3
1241,Kragerø (-2019),1 person,Private households,2019,41.1
1242,Kragerø (-2019),2 persons,Persons in private households,2019,34.1
1243,Kragerø (-2019),2 persons,Private households,2019,34.6
1244,Kragerø (-2019),3 persons,Persons in private households,2019,15.7
1245,Kragerø (-2019),3 persons,Private households,2019,10.6
1246,Kragerø (-2019),4 persons,Persons in private households,2019,18.1
1247,Kragerø (-2019),4 persons,Private households,2019,9.2
1248,Kragerø (-2019),5 persons or more,Persons in private households,2019,11.7
1249,Kragerø (-2019),5 persons or more,Private households,2019,4.5
1250,Drangedal (-2019),1 person,Persons in private households,2019,18.4
1251,Drangedal (-2019),1 person,Private households,2019,39.4
1252,Drangedal (-2019),2 persons,Persons in private households,2019,29.7
1253,Drangedal (-2019),2 persons,Private households,2019,31.8
1254,Drangedal (-2019),3 persons,Persons in private households,2019,17.6
1255,Drangedal (-2019),3 persons,Private households,2019,12.6
1256,Drangedal (-2019),4 persons,Persons in private households,2019,19.0
1257,Drangedal (-2019),4 persons,Private households,2019,10.2
1258,Drangedal (-2019),5 persons or more,Persons in private households,2019,15.3
1259,Drangedal (-2019),5 persons or more,Private households,2019,6.0
1260,Nome (-2019),1 person,Persons in private households,2019,18.5
1261,Nome (-2019),1 person,Private households,2019,38.7
1262,Nome (-2019),2 persons,Persons in private households,2019,31.7
1263,Nome (-2019),2 persons,Private households,2019,33.2
1264,Nome (-2019),3 persons,Persons in private households,2019,20.0
1265,Nome (-2019),3 persons,Private households,2019,13.9
1266,Nome (-2019),4 persons,Persons in private households,2019,19.1
1267,Nome (-2019),4 persons,Private households,2019,10.0
1268,Nome (-2019),5 persons or more,Persons in private households,2019,10.7
1269,Nome (-2019),5 persons or more,Private households,2019,4.2
1270,Bø (Telemark) (-2019),1 person,Persons in private households,2019,22.3
1271,Bø (Telemark) (-2019),1 person,Private households,2019,44.6
1272,Bø (Telemark) (-2019),2 persons,Persons in private households,2019,30.4
1273,Bø (Telemark) (-2019),2 persons,Private households,2019,30.5
1274,Bø (Telemark) (-2019),3 persons,Persons in private households,2019,15.9
1275,Bø (Telemark) (-2019),3 persons,Private households,2019,10.6
1276,Bø (Telemark) (-2019),4 persons,Persons in private households,2019,20.1
1277,Bø (Telemark) (-2019),4 persons,Private households,2019,10.1
1278,Bø (Telemark) (-2019),5 persons or more,Persons in private households,2019,11.2
1279,Bø (Telemark) (-2019),5 persons or more,Private households,2019,4.2
1280,Sauherad (-2019),1 person,Persons in private households,2019,16.2
1281,Sauherad (-2019),1 person,Private households,2019,35.6
1282,Sauherad (-2019),2 persons,Persons in private households,2019,30.8
1283,Sauherad (-2019),2 persons,Private households,2019,33.9
1284,Sauherad (-2019),3 persons,Persons in private households,2019,19.6
1285,Sauherad (-2019),3 persons,Private households,2019,14.3
1286,Sauherad (-2019),4 persons,Persons in private households,2019,18.7
1287,Sauherad (-2019),4 persons,Private households,2019,10.3
1288,Sauherad (-2019),5 persons or more,Persons in private households,2019,14.7
1289,Sauherad (-2019),5 persons or more,Private households,2019,5.9
1290,Tinn (-2019),1 person,Persons in private households,2019,21.6
1291,Tinn (-2019),1 person,Private households,2019,43.3
1292,Tinn (-2019),2 persons,Persons in private households,2019,32.2
1293,Tinn (-2019),2 persons,Private households,2019,32.2
1294,Tinn (-2019),3 persons,Persons in private households,2019,16.5
1295,Tinn (-2019),3 persons,Private households,2019,11.1
1296,Tinn (-2019),4 persons,Persons in private households,2019,18.3
1297,Tinn (-2019),4 persons,Private households,2019,9.2
1298,Tinn (-2019),5 persons or more,Persons in private households,2019,11.4
1299,Tinn (-2019),5 persons or more,Private households,2019,4.3
1300,Hjartdal (-2019),1 person,Persons in private households,2019,16.9
1301,Hjartdal (-2019),1 person,Private households,2019,37.9
1302,Hjartdal (-2019),2 persons,Persons in private households,2019,26.9
1303,Hjartdal (-2019),2 persons,Private households,2019,30.2
1304,Hjartdal (-2019),3 persons,Persons in private households,2019,17.5
1305,Hjartdal (-2019),3 persons,Private households,2019,13.1
1306,Hjartdal (-2019),4 persons,Persons in private households,2019,18.1
1307,Hjartdal (-2019),4 persons,Private households,2019,10.1
1308,Hjartdal (-2019),5 persons or more,Persons in private households,2019,20.7
1309,Hjartdal (-2019),5 persons or more,Private households,2019,8.7
1310,Seljord (-2019),1 person,Persons in private households,2019,18.4
1311,Seljord (-2019),1 person,Private households,2019,39.6
1312,Seljord (-2019),2 persons,Persons in private households,2019,29.3
1313,Seljord (-2019),2 persons,Private households,2019,31.5
1314,Seljord (-2019),3 persons,Persons in private households,2019,16.8
1315,Seljord (-2019),3 persons,Private households,2019,12.1
1316,Seljord (-2019),4 persons,Persons in private households,2019,19.2
1317,Seljord (-2019),4 persons,Private households,2019,10.3
1318,Seljord (-2019),5 persons or more,Persons in private households,2019,16.2
1319,Seljord (-2019),5 persons or more,Private households,2019,6.6
1320,Kviteseid (-2019),1 person,Persons in private households,2019,19.5
1321,Kviteseid (-2019),1 person,Private households,2019,40.7
1322,Kviteseid (-2019),2 persons,Persons in private households,2019,30.7
1323,Kviteseid (-2019),2 persons,Private households,2019,32.0
1324,Kviteseid (-2019),3 persons,Persons in private households,2019,18.2
1325,Kviteseid (-2019),3 persons,Private households,2019,12.7
1326,Kviteseid (-2019),4 persons,Persons in private households,2019,16.5
1327,Kviteseid (-2019),4 persons,Private households,2019,8.6
1328,Kviteseid (-2019),5 persons or more,Persons in private households,2019,15.0
1329,Kviteseid (-2019),5 persons or more,Private households,2019,6.1
1330,Nissedal (-2019),1 person,Persons in private households,2019,17.2
1331,Nissedal (-2019),1 person,Private households,2019,38.0
1332,Nissedal (-2019),2 persons,Persons in private households,2019,29.6
1333,Nissedal (-2019),2 persons,Private households,2019,32.6
1334,Nissedal (-2019),3 persons,Persons in private households,2019,16.6
1335,Nissedal (-2019),3 persons,Private households,2019,12.2
1336,Nissedal (-2019),4 persons,Persons in private households,2019,15.5
1337,Nissedal (-2019),4 persons,Private households,2019,8.5
1338,Nissedal (-2019),5 persons or more,Persons in private households,2019,21.0
1339,Nissedal (-2019),5 persons or more,Private households,2019,8.7
1340,Fyresdal (-2019),1 person,Persons in private households,2019,20.5
1341,Fyresdal (-2019),1 person,Private households,2019,42.9
1342,Fyresdal (-2019),2 persons,Persons in private households,2019,27.6
1343,Fyresdal (-2019),2 persons,Private households,2019,28.9
1344,Fyresdal (-2019),3 persons,Persons in private households,2019,18.7
1345,Fyresdal (-2019),3 persons,Private households,2019,13.0
1346,Fyresdal (-2019),4 persons,Persons in private households,2019,17.8
1347,Fyresdal (-2019),4 persons,Private households,2019,9.3
1348,Fyresdal (-2019),5 persons or more,Persons in private households,2019,15.4
1349,Fyresdal (-2019),5 persons or more,Private households,2019,5.9
1350,Tokke (-2019),1 person,Persons in private households,2019,19.9
1351,Tokke (-2019),1 person,Private households,2019,42.1
1352,Tokke (-2019),2 persons,Persons in private households,2019,29.4
1353,Tokke (-2019),2 persons,Private households,2019,31.1
1354,Tokke (-2019),3 persons,Persons in private households,2019,14.5
1355,Tokke (-2019),3 persons,Private households,2019,10.2
1356,Tokke (-2019),4 persons,Persons in private households,2019,17.8
1357,Tokke (-2019),4 persons,Private households,2019,9.4
1358,Tokke (-2019),5 persons or more,Persons in private households,2019,18.4
1359,Tokke (-2019),5 persons or more,Private households,2019,7.2
1360,Vinje (-2019),1 person,Persons in private households,2019,19.9
1361,Vinje (-2019),1 person,Private households,2019,42.0
1362,Vinje (-2019),2 persons,Persons in private households,2019,28.4
1363,Vinje (-2019),2 persons,Private households,2019,30.0
1364,Vinje (-2019),3 persons,Persons in private households,2019,15.3
1365,Vinje (-2019),3 persons,Private households,2019,10.8
1366,Vinje (-2019),4 persons,Persons in private households,2019,20.4
1367,Vinje (-2019),4 persons,Private households,2019,10.8
1368,Vinje (-2019),5 persons or more,Persons in private households,2019,16.0
1369,Vinje (-2019),5 persons or more,Private households,2019,6.3
1370,Risør (-2019),1 person,Persons in private households,2019,19.6
1371,Risør (-2019),1 person,Private households,2019,40.5
1372,Risør (-2019),2 persons,Persons in private households,2019,31.9
1373,Risør (-2019),2 persons,Private households,2019,33.0
1374,Risør (-2019),3 persons,Persons in private households,2019,17.4
1375,Risør (-2019),3 persons,Private households,2019,12.0
1376,Risør (-2019),4 persons,Persons in private households,2019,19.3
1377,Risør (-2019),4 persons,Private households,2019,10.0
1378,Risør (-2019),5 persons or more,Persons in private households,2019,11.8
1379,Risør (-2019),5 persons or more,Private households,2019,4.6
1380,Grimstad (-2019),1 person,Persons in private households,2019,16.7
1381,Grimstad (-2019),1 person,Private households,2019,37.2
1382,Grimstad (-2019),2 persons,Persons in private households,2019,27.6
1383,Grimstad (-2019),2 persons,Private households,2019,30.8
1384,Grimstad (-2019),3 persons,Persons in private households,2019,17.2
1385,Grimstad (-2019),3 persons,Private households,2019,12.8
1386,Grimstad (-2019),4 persons,Persons in private households,2019,21.4
1387,Grimstad (-2019),4 persons,Private households,2019,11.9
1388,Grimstad (-2019),5 persons or more,Persons in private households,2019,17.2
1389,Grimstad (-2019),5 persons or more,Private households,2019,7.3
1390,Arendal (1992-2019),1 person,Persons in private households,2019,18.0
1391,Arendal (1992-2019),1 person,Private households,2019,38.6
1392,Arendal (1992-2019),2 persons,Persons in private households,2019,29.4
1393,Arendal (1992-2019),2 persons,Private households,2019,31.6
1394,Arendal (1992-2019),3 persons,Persons in private households,2019,17.9
1395,Arendal (1992-2019),3 persons,Private households,2019,12.8
1396,Arendal (1992-2019),4 persons,Persons in private households,2019,22.0
1397,Arendal (1992-2019),4 persons,Private households,2019,11.8
1398,Arendal (1992-2019),5 persons or more,Persons in private households,2019,12.6
1399,Arendal (1992-2019),5 persons or more,Private households,2019,5.2
1400,Gjerstad (-2019),1 person,Persons in private households,2019,17.8
1401,Gjerstad (-2019),1 person,Private households,2019,38.0
1402,Gjerstad (-2019),2 persons,Persons in private households,2019,32.0
1403,Gjerstad (-2019),2 persons,Private households,2019,34.2
1404,Gjerstad (-2019),3 persons,Persons in private households,2019,17.8
1405,Gjerstad (-2019),3 persons,Private households,2019,12.6
1406,Gjerstad (-2019),4 persons,Persons in private households,2019,16.9
1407,Gjerstad (-2019),4 persons,Private households,2019,9.0
1408,Gjerstad (-2019),5 persons or more,Persons in private households,2019,15.5
1409,Gjerstad (-2019),5 persons or more,Private households,2019,6.2
1410,Vegårshei (-2019),1 person,Persons in private households,2019,17.1
1411,Vegårshei (-2019),1 person,Private households,2019,38.4
1412,Vegårshei (-2019),2 persons,Persons in private households,2019,26.7
1413,Vegårshei (-2019),2 persons,Private households,2019,29.9
1414,Vegårshei (-2019),3 persons,Persons in private households,2019,15.0
1415,Vegårshei (-2019),3 persons,Private households,2019,11.2
1416,Vegårshei (-2019),4 persons,Persons in private households,2019,24.1
1417,Vegårshei (-2019),4 persons,Private households,2019,13.5
1418,Vegårshei (-2019),5 persons or more,Persons in private households,2019,17.2
1419,Vegårshei (-2019),5 persons or more,Private households,2019,7.1
1420,Tvedestrand (-2019),1 person,Persons in private households,2019,17.8
1421,Tvedestrand (-2019),1 person,Private households,2019,38.0
1422,Tvedestrand (-2019),2 persons,Persons in private households,2019,31.3
1423,Tvedestrand (-2019),2 persons,Private households,2019,33.4
1424,Tvedestrand (-2019),3 persons,Persons in private households,2019,17.0
1425,Tvedestrand (-2019),3 persons,Private households,2019,12.1
1426,Tvedestrand (-2019),4 persons,Persons in private households,2019,21.5
1427,Tvedestrand (-2019),4 persons,Private households,2019,11.5
1428,Tvedestrand (-2019),5 persons or more,Persons in private households,2019,12.3
1429,Tvedestrand (-2019),5 persons or more,Private households,2019,4.9
1430,Froland (-2019),1 person,Persons in private households,2019,13.8
1431,Froland (-2019),1 person,Private households,2019,32.1
1432,Froland (-2019),2 persons,Persons in private households,2019,27.4
1433,Froland (-2019),2 persons,Private households,2019,31.9
1434,Froland (-2019),3 persons,Persons in private households,2019,20.1
1435,Froland (-2019),3 persons,Private households,2019,15.6
1436,Froland (-2019),4 persons,Persons in private households,2019,23.5
1437,Froland (-2019),4 persons,Private households,2019,13.6
1438,Froland (-2019),5 persons or more,Persons in private households,2019,15.2
1439,Froland (-2019),5 persons or more,Private households,2019,6.7
1440,Lillesand (-2019),1 person,Persons in private households,2019,14.0
1441,Lillesand (-2019),1 person,Private households,2019,32.6
1442,Lillesand (-2019),2 persons,Persons in private households,2019,27.9
1443,Lillesand (-2019),2 persons,Private households,2019,32.6
1444,Lillesand (-2019),3 persons,Persons in private households,2019,17.2
1445,Lillesand (-2019),3 persons,Private households,2019,13.4
