,region,age,type of kindergarten,contents,year,value
2765,Seljord,1 year,Private,Children,2019,0
2766,Seljord,2 years,Municipal,Children,2019,17
2767,Seljord,2 years,County authorities/Government,Children,2019,0
2768,Seljord,2 years,Private,Children,2019,0
2769,Seljord,3 years,Municipal,Children,2019,29
2770,Seljord,3 years,County authorities/Government,Children,2019,0
2771,Seljord,3 years,Private,Children,2019,0
2772,Seljord,4 years,Municipal,Children,2019,26
2773,Seljord,4 years,County authorities/Government,Children,2019,0
2774,Seljord,4 years,Private,Children,2019,0
2775,Seljord,5 years,Municipal,Children,2019,25
2776,Seljord,5 years,County authorities/Government,Children,2019,0
2777,Seljord,5 years,Private,Children,2019,0
2778,Seljord,6 years,Municipal,Children,2019,0
2779,Seljord,6 years,County authorities/Government,Children,2019,0
2780,Seljord,6 years,Private,Children,2019,0
2781,Seljord,Unknown age,Municipal,Children,2019,0
2782,Seljord,Unknown age,County authorities/Government,Children,2019,0
2783,Seljord,Unknown age,Private,Children,2019,0
2784,Kviteseid,0 years,Municipal,Children,2019,0
2785,Kviteseid,0 years,County authorities/Government,Children,2019,0
2786,Kviteseid,0 years,Private,Children,2019,0
2787,Kviteseid,1 year,Municipal,Children,2019,15
2788,Kviteseid,1 year,County authorities/Government,Children,2019,0
2789,Kviteseid,1 year,Private,Children,2019,0
2790,Kviteseid,2 years,Municipal,Children,2019,13
2791,Kviteseid,2 years,County authorities/Government,Children,2019,0
2792,Kviteseid,2 years,Private,Children,2019,0
2793,Kviteseid,3 years,Municipal,Children,2019,25
2794,Kviteseid,3 years,County authorities/Government,Children,2019,0
2795,Kviteseid,3 years,Private,Children,2019,0
2796,Kviteseid,4 years,Municipal,Children,2019,12
2797,Kviteseid,4 years,County authorities/Government,Children,2019,0
2798,Kviteseid,4 years,Private,Children,2019,0
2799,Kviteseid,5 years,Municipal,Children,2019,21
2800,Kviteseid,5 years,County authorities/Government,Children,2019,0
2801,Kviteseid,5 years,Private,Children,2019,0
2802,Kviteseid,6 years,Municipal,Children,2019,0
2803,Kviteseid,6 years,County authorities/Government,Children,2019,0
2804,Kviteseid,6 years,Private,Children,2019,0
2805,Kviteseid,Unknown age,Municipal,Children,2019,0
2806,Kviteseid,Unknown age,County authorities/Government,Children,2019,0
2807,Kviteseid,Unknown age,Private,Children,2019,0
2808,Nissedal,0 years,Municipal,Children,2019,0
2809,Nissedal,0 years,County authorities/Government,Children,2019,0
2810,Nissedal,0 years,Private,Children,2019,0
2811,Nissedal,1 year,Municipal,Children,2019,5
2812,Nissedal,1 year,County authorities/Government,Children,2019,0
2813,Nissedal,1 year,Private,Children,2019,0
2814,Nissedal,2 years,Municipal,Children,2019,11
2815,Nissedal,2 years,County authorities/Government,Children,2019,0
2816,Nissedal,2 years,Private,Children,2019,0
2817,Nissedal,3 years,Municipal,Children,2019,24
2818,Nissedal,3 years,County authorities/Government,Children,2019,0
2819,Nissedal,3 years,Private,Children,2019,0
2820,Nissedal,4 years,Municipal,Children,2019,12
2821,Nissedal,4 years,County authorities/Government,Children,2019,0
2822,Nissedal,4 years,Private,Children,2019,0
2823,Nissedal,5 years,Municipal,Children,2019,15
2824,Nissedal,5 years,County authorities/Government,Children,2019,0
2825,Nissedal,5 years,Private,Children,2019,0
2826,Nissedal,6 years,Municipal,Children,2019,0
2827,Nissedal,6 years,County authorities/Government,Children,2019,0
2828,Nissedal,6 years,Private,Children,2019,0
2829,Nissedal,Unknown age,Municipal,Children,2019,0
2830,Nissedal,Unknown age,County authorities/Government,Children,2019,0
2831,Nissedal,Unknown age,Private,Children,2019,0
2832,Fyresdal,0 years,Municipal,Children,2019,0
2833,Fyresdal,0 years,County authorities/Government,Children,2019,0
2834,Fyresdal,0 years,Private,Children,2019,0
2835,Fyresdal,1 year,Municipal,Children,2019,5
2836,Fyresdal,1 year,County authorities/Government,Children,2019,0
2837,Fyresdal,1 year,Private,Children,2019,0
2838,Fyresdal,2 years,Municipal,Children,2019,9
2839,Fyresdal,2 years,County authorities/Government,Children,2019,0
2840,Fyresdal,2 years,Private,Children,2019,0
2841,Fyresdal,3 years,Municipal,Children,2019,4
2842,Fyresdal,3 years,County authorities/Government,Children,2019,0
2843,Fyresdal,3 years,Private,Children,2019,0
2844,Fyresdal,4 years,Municipal,Children,2019,10
2845,Fyresdal,4 years,County authorities/Government,Children,2019,0
2846,Fyresdal,4 years,Private,Children,2019,0
2847,Fyresdal,5 years,Municipal,Children,2019,13
2848,Fyresdal,5 years,County authorities/Government,Children,2019,0
2849,Fyresdal,5 years,Private,Children,2019,0
2850,Fyresdal,6 years,Municipal,Children,2019,0
2851,Fyresdal,6 years,County authorities/Government,Children,2019,0
2852,Fyresdal,6 years,Private,Children,2019,0
2853,Fyresdal,Unknown age,Municipal,Children,2019,0
2854,Fyresdal,Unknown age,County authorities/Government,Children,2019,0
2855,Fyresdal,Unknown age,Private,Children,2019,0
2856,Tokke,0 years,Municipal,Children,2019,0
2857,Tokke,0 years,County authorities/Government,Children,2019,0
2858,Tokke,0 years,Private,Children,2019,0
2859,Tokke,1 year,Municipal,Children,2019,15
2860,Tokke,1 year,County authorities/Government,Children,2019,0
2861,Tokke,1 year,Private,Children,2019,0
2862,Tokke,2 years,Municipal,Children,2019,9
2863,Tokke,2 years,County authorities/Government,Children,2019,0
2864,Tokke,2 years,Private,Children,2019,0
2865,Tokke,3 years,Municipal,Children,2019,20
2866,Tokke,3 years,County authorities/Government,Children,2019,0
2867,Tokke,3 years,Private,Children,2019,0
2868,Tokke,4 years,Municipal,Children,2019,17
2869,Tokke,4 years,County authorities/Government,Children,2019,0
2870,Tokke,4 years,Private,Children,2019,0
2871,Tokke,5 years,Municipal,Children,2019,12
2872,Tokke,5 years,County authorities/Government,Children,2019,0
2873,Tokke,5 years,Private,Children,2019,0
2874,Tokke,6 years,Municipal,Children,2019,0
2875,Tokke,6 years,County authorities/Government,Children,2019,0
2876,Tokke,6 years,Private,Children,2019,0
2877,Tokke,Unknown age,Municipal,Children,2019,0
2878,Tokke,Unknown age,County authorities/Government,Children,2019,0
2879,Tokke,Unknown age,Private,Children,2019,0
2880,Vinje,0 years,Municipal,Children,2019,0
2881,Vinje,0 years,County authorities/Government,Children,2019,0
2882,Vinje,0 years,Private,Children,2019,0
2883,Vinje,1 year,Municipal,Children,2019,29
2884,Vinje,1 year,County authorities/Government,Children,2019,0
2885,Vinje,1 year,Private,Children,2019,0
2886,Vinje,2 years,Municipal,Children,2019,30
2887,Vinje,2 years,County authorities/Government,Children,2019,0
2888,Vinje,2 years,Private,Children,2019,0
2889,Vinje,3 years,Municipal,Children,2019,45
2890,Vinje,3 years,County authorities/Government,Children,2019,0
2891,Vinje,3 years,Private,Children,2019,0
2892,Vinje,4 years,Municipal,Children,2019,39
2893,Vinje,4 years,County authorities/Government,Children,2019,0
2894,Vinje,4 years,Private,Children,2019,0
2895,Vinje,5 years,Municipal,Children,2019,36
2896,Vinje,5 years,County authorities/Government,Children,2019,0
2897,Vinje,5 years,Private,Children,2019,0
2898,Vinje,6 years,Municipal,Children,2019,0
2899,Vinje,6 years,County authorities/Government,Children,2019,0
2900,Vinje,6 years,Private,Children,2019,0
2901,Vinje,Unknown age,Municipal,Children,2019,0
2902,Vinje,Unknown age,County authorities/Government,Children,2019,0
2903,Vinje,Unknown age,Private,Children,2019,0
2904,Risør,0 years,Municipal,Children,2019,2
2905,Risør,0 years,County authorities/Government,Children,2019,0
2906,Risør,0 years,Private,Children,2019,0
2907,Risør,1 year,Municipal,Children,2019,13
2908,Risør,1 year,County authorities/Government,Children,2019,0
2909,Risør,1 year,Private,Children,2019,28
2910,Risør,2 years,Municipal,Children,2019,23
2911,Risør,2 years,County authorities/Government,Children,2019,0
2912,Risør,2 years,Private,Children,2019,20
2913,Risør,3 years,Municipal,Children,2019,15
2914,Risør,3 years,County authorities/Government,Children,2019,0
2915,Risør,3 years,Private,Children,2019,25
2916,Risør,4 years,Municipal,Children,2019,26
2917,Risør,4 years,County authorities/Government,Children,2019,0
2918,Risør,4 years,Private,Children,2019,35
2919,Risør,5 years,Municipal,Children,2019,27
2920,Risør,5 years,County authorities/Government,Children,2019,0
2921,Risør,5 years,Private,Children,2019,37
2922,Risør,6 years,Municipal,Children,2019,0
2923,Risør,6 years,County authorities/Government,Children,2019,0
2924,Risør,6 years,Private,Children,2019,1
2925,Risør,Unknown age,Municipal,Children,2019,0
2926,Risør,Unknown age,County authorities/Government,Children,2019,0
2927,Risør,Unknown age,Private,Children,2019,0
2928,Grimstad,0 years,Municipal,Children,2019,3
2929,Grimstad,0 years,County authorities/Government,Children,2019,0
2930,Grimstad,0 years,Private,Children,2019,19
2931,Grimstad,1 year,Municipal,Children,2019,37
2932,Grimstad,1 year,County authorities/Government,Children,2019,0
2933,Grimstad,1 year,Private,Children,2019,144
2934,Grimstad,2 years,Municipal,Children,2019,42
2935,Grimstad,2 years,County authorities/Government,Children,2019,0
2936,Grimstad,2 years,Private,Children,2019,226
2937,Grimstad,3 years,Municipal,Children,2019,60
2938,Grimstad,3 years,County authorities/Government,Children,2019,0
2939,Grimstad,3 years,Private,Children,2019,204
2940,Grimstad,4 years,Municipal,Children,2019,46
2941,Grimstad,4 years,County authorities/Government,Children,2019,0
2942,Grimstad,4 years,Private,Children,2019,224
2943,Grimstad,5 years,Municipal,Children,2019,62
2944,Grimstad,5 years,County authorities/Government,Children,2019,0
2945,Grimstad,5 years,Private,Children,2019,212
2946,Grimstad,6 years,Municipal,Children,2019,2
2947,Grimstad,6 years,County authorities/Government,Children,2019,0
2948,Grimstad,6 years,Private,Children,2019,0
2949,Grimstad,Unknown age,Municipal,Children,2019,0
2950,Grimstad,Unknown age,County authorities/Government,Children,2019,0
2951,Grimstad,Unknown age,Private,Children,2019,0
2952,Arendal,0 years,Municipal,Children,2019,9
2953,Arendal,0 years,County authorities/Government,Children,2019,0
2954,Arendal,0 years,Private,Children,2019,24
2955,Arendal,1 year,Municipal,Children,2019,67
2956,Arendal,1 year,County authorities/Government,Children,2019,0
2957,Arendal,1 year,Private,Children,2019,249
2958,Arendal,2 years,Municipal,Children,2019,107
2959,Arendal,2 years,County authorities/Government,Children,2019,0
2960,Arendal,2 years,Private,Children,2019,321
2961,Arendal,3 years,Municipal,Children,2019,110
2962,Arendal,3 years,County authorities/Government,Children,2019,0
2963,Arendal,3 years,Private,Children,2019,361
2964,Arendal,4 years,Municipal,Children,2019,123
2965,Arendal,4 years,County authorities/Government,Children,2019,0
2966,Arendal,4 years,Private,Children,2019,343
2967,Arendal,5 years,Municipal,Children,2019,123
2968,Arendal,5 years,County authorities/Government,Children,2019,0
2969,Arendal,5 years,Private,Children,2019,365
2970,Arendal,6 years,Municipal,Children,2019,0
2971,Arendal,6 years,County authorities/Government,Children,2019,0
2972,Arendal,6 years,Private,Children,2019,3
2973,Arendal,Unknown age,Municipal,Children,2019,0
2974,Arendal,Unknown age,County authorities/Government,Children,2019,0
2975,Arendal,Unknown age,Private,Children,2019,0
2976,Kristiansand,0 years,Municipal,Children,2019,8
2977,Kristiansand,0 years,County authorities/Government,Children,2019,0
2978,Kristiansand,0 years,Private,Children,2019,33
2979,Kristiansand,1 year,Municipal,Children,2019,324
2980,Kristiansand,1 year,County authorities/Government,Children,2019,0
2981,Kristiansand,1 year,Private,Children,2019,502
2982,Kristiansand,2 years,Municipal,Children,2019,475
2983,Kristiansand,2 years,County authorities/Government,Children,2019,0
2984,Kristiansand,2 years,Private,Children,2019,686
2985,Kristiansand,3 years,Municipal,Children,2019,542
2986,Kristiansand,3 years,County authorities/Government,Children,2019,0
2987,Kristiansand,3 years,Private,Children,2019,800
2988,Kristiansand,4 years,Municipal,Children,2019,527
2989,Kristiansand,4 years,County authorities/Government,Children,2019,0
2990,Kristiansand,4 years,Private,Children,2019,749
2991,Kristiansand,5 years,Municipal,Children,2019,557
2992,Kristiansand,5 years,County authorities/Government,Children,2019,0
2993,Kristiansand,5 years,Private,Children,2019,707
2994,Kristiansand,6 years,Municipal,Children,2019,4
2995,Kristiansand,6 years,County authorities/Government,Children,2019,0
2996,Kristiansand,6 years,Private,Children,2019,1
2997,Kristiansand,Unknown age,Municipal,Children,2019,0
2998,Kristiansand,Unknown age,County authorities/Government,Children,2019,0
2999,Kristiansand,Unknown age,Private,Children,2019,0
3000,Lindesnes,0 years,Municipal,Children,2019,5
3001,Lindesnes,0 years,County authorities/Government,Children,2019,0
3002,Lindesnes,0 years,Private,Children,2019,8
3003,Lindesnes,1 year,Municipal,Children,2019,55
3004,Lindesnes,1 year,County authorities/Government,Children,2019,0
3005,Lindesnes,1 year,Private,Children,2019,98
3006,Lindesnes,2 years,Municipal,Children,2019,85
3007,Lindesnes,2 years,County authorities/Government,Children,2019,0
3008,Lindesnes,2 years,Private,Children,2019,144
3009,Lindesnes,3 years,Municipal,Children,2019,102
3010,Lindesnes,3 years,County authorities/Government,Children,2019,0
3011,Lindesnes,3 years,Private,Children,2019,149
3012,Lindesnes,4 years,Municipal,Children,2019,111
3013,Lindesnes,4 years,County authorities/Government,Children,2019,0
3014,Lindesnes,4 years,Private,Children,2019,169
3015,Lindesnes,5 years,Municipal,Children,2019,114
3016,Lindesnes,5 years,County authorities/Government,Children,2019,0
3017,Lindesnes,5 years,Private,Children,2019,163
3018,Lindesnes,6 years,Municipal,Children,2019,1
3019,Lindesnes,6 years,County authorities/Government,Children,2019,0
3020,Lindesnes,6 years,Private,Children,2019,0
3021,Lindesnes,Unknown age,Municipal,Children,2019,0
3022,Lindesnes,Unknown age,County authorities/Government,Children,2019,0
3023,Lindesnes,Unknown age,Private,Children,2019,0
3024,Farsund,0 years,Municipal,Children,2019,0
3025,Farsund,0 years,County authorities/Government,Children,2019,0
3026,Farsund,0 years,Private,Children,2019,4
3027,Farsund,1 year,Municipal,Children,2019,19
3028,Farsund,1 year,County authorities/Government,Children,2019,0
3029,Farsund,1 year,Private,Children,2019,55
3030,Farsund,2 years,Municipal,Children,2019,31
3031,Farsund,2 years,County authorities/Government,Children,2019,0
3032,Farsund,2 years,Private,Children,2019,59
3033,Farsund,3 years,Municipal,Children,2019,27
3034,Farsund,3 years,County authorities/Government,Children,2019,0
3035,Farsund,3 years,Private,Children,2019,63
3036,Farsund,4 years,Municipal,Children,2019,30
3037,Farsund,4 years,County authorities/Government,Children,2019,0
3038,Farsund,4 years,Private,Children,2019,82
3039,Farsund,5 years,Municipal,Children,2019,33
3040,Farsund,5 years,County authorities/Government,Children,2019,0
3041,Farsund,5 years,Private,Children,2019,79
3042,Farsund,6 years,Municipal,Children,2019,0
3043,Farsund,6 years,County authorities/Government,Children,2019,0
3044,Farsund,6 years,Private,Children,2019,0
3045,Farsund,Unknown age,Municipal,Children,2019,0
3046,Farsund,Unknown age,County authorities/Government,Children,2019,0
3047,Farsund,Unknown age,Private,Children,2019,0
3048,Flekkefjord,0 years,Municipal,Children,2019,0
3049,Flekkefjord,0 years,County authorities/Government,Children,2019,0
3050,Flekkefjord,0 years,Private,Children,2019,0
3051,Flekkefjord,1 year,Municipal,Children,2019,33
3052,Flekkefjord,1 year,County authorities/Government,Children,2019,0
3053,Flekkefjord,1 year,Private,Children,2019,16
3054,Flekkefjord,2 years,Municipal,Children,2019,52
3055,Flekkefjord,2 years,County authorities/Government,Children,2019,0
3056,Flekkefjord,2 years,Private,Children,2019,26
3057,Flekkefjord,3 years,Municipal,Children,2019,56
3058,Flekkefjord,3 years,County authorities/Government,Children,2019,0
3059,Flekkefjord,3 years,Private,Children,2019,29
3060,Flekkefjord,4 years,Municipal,Children,2019,61
3061,Flekkefjord,4 years,County authorities/Government,Children,2019,0
3062,Flekkefjord,4 years,Private,Children,2019,39
3063,Flekkefjord,5 years,Municipal,Children,2019,69
3064,Flekkefjord,5 years,County authorities/Government,Children,2019,0
