,region,sex,age,contents,year,value
940,Fyresdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.9
941,Fyresdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
942,Fyresdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.0
943,Fyresdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.2
944,Fyresdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.4
945,Tokke (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.8
946,Tokke (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.3
947,Tokke (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.4
948,Tokke (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.1
949,Tokke (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,84.8
950,Tokke (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.5
951,Tokke (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.6
952,Vinje (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.8
953,Vinje (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,52.9
954,Vinje (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.8
955,Vinje (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.6
956,Vinje (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.7
957,Vinje (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.1
958,Vinje (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,25.8
959,Risør (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,57.4
960,Risør (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.7
961,Risør (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,54.2
962,Risør (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.4
963,Risør (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.4
964,Risør (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.7
965,Risør (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.1
966,Grimstad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.4
967,Grimstad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.5
968,Grimstad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,57.7
969,Grimstad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.5
970,Grimstad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.2
971,Grimstad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,62.9
972,Grimstad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.7
973,Arendal (1992-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.6
974,Arendal (1992-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.4
975,Arendal (1992-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,56.8
976,Arendal (1992-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.0
977,Arendal (1992-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.0
978,Arendal (1992-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.6
979,Arendal (1992-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.5
980,Gjerstad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.3
981,Gjerstad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.1
982,Gjerstad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.4
983,Gjerstad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,69.9
984,Gjerstad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.6
985,Gjerstad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,58.8
986,Gjerstad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.9
987,Vegårshei (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.9
988,Vegårshei (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.7
989,Vegårshei (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.7
990,Vegårshei (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.6
991,Vegårshei (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.0
992,Vegårshei (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.8
993,Vegårshei (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.5
994,Tvedestrand (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,57.8
995,Tvedestrand (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.8
996,Tvedestrand (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,57.0
997,Tvedestrand (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.2
998,Tvedestrand (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.2
999,Tvedestrand (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.3
1000,Tvedestrand (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.6
1001,Froland (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.2
1002,Froland (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.5
1003,Froland (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.2
1004,Froland (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.1
1005,Froland (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.1
1006,Froland (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.3
1007,Froland (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.4
1008,Lillesand (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.3
1009,Lillesand (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.2
1010,Lillesand (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.4
1011,Lillesand (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.2
1012,Lillesand (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.4
1013,Lillesand (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.3
1014,Lillesand (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.0
1015,Birkenes (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.3
1016,Birkenes (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,35.8
1017,Birkenes (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.9
1018,Birkenes (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.3
1019,Birkenes (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.3
1020,Birkenes (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.7
1021,Birkenes (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.0
1022,Åmli (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.9
1023,Åmli (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.4
1024,Åmli (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.6
1025,Åmli (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,71.8
1026,Åmli (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.2
1027,Åmli (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.6
1028,Åmli (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.6
1029,Iveland (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.2
1030,Iveland (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.7
1031,Iveland (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,72.6
1032,Iveland (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.2
1033,Iveland (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,73.4
1034,Iveland (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.8
1035,Iveland (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.7
1036,Evje og Hornnes (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.0
1037,Evje og Hornnes (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.0
1038,Evje og Hornnes (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.2
1039,Evje og Hornnes (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.7
1040,Evje og Hornnes (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.3
1041,Evje og Hornnes (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.2
1042,Evje og Hornnes (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.1
1043,Bygland (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.7
1044,Bygland (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.3
1045,Bygland (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.3
1046,Bygland (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.7
1047,Bygland (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.9
1048,Bygland (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.5
1049,Bygland (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.2
1050,Valle (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.6
1051,Valle (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.5
1052,Valle (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.3
1053,Valle (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.5
1054,Valle (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.6
1055,Valle (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.5
1056,Valle (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,34.2
1057,Bykle (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,76.1
1058,Bykle (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,46.8
1059,Bykle (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.1
1060,Bykle (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.2
1061,Bykle (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.7
1062,Bykle (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.3
1063,Bykle (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,42.2
1064,Kristiansand (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.2
1065,Kristiansand (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.5
1066,Kristiansand (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,57.4
1067,Kristiansand (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.1
1068,Kristiansand (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.8
1069,Kristiansand (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.7
